7.792873237833474e-5,7.028123998611788e-5,6.258694225553982e-5,5.485153988345501e-5,4.708055495605486e-5,3.9279354594280494e-5,3.145317406748919e-5,2.360713945427746e-5,1.5746289928003576e-5,7.875599743430655e-6,7.80758921056779e-21,7.87559974343069e-6,1.574628992800359e-5,2.3607139454277474e-5,3.145317406748921e-5,3.9279354594280514e-5,4.708055495605486e-5,5.485153988345502e-5,6.25869422555398e-5,7.028123998611788e-5,7.792873237833478e-5
7.793062300738804e-5,7.028294134293543e-5,6.258845440548934e-5,5.485286288504987e-5,4.7081688860810434e-5,3.928029944658745e-5,3.145392990450599e-5,2.3607706305839156e-5,1.574666781654995e-5,7.875788683951797e-6,8.412069868804496e-21,7.875788683951817e-6,1.5746667816549955e-5,2.3607706305839163e-5,3.145392990450601e-5,3.928029944658746e-5,4.708168886081045e-5,5.485286288504989e-5,6.258845440548938e-5,7.028294134293543e-5,7.793062300738804e-5
7.793231413282874e-5,7.028446317001975e-5,6.258980699223769e-5,5.4854046283400805e-5,4.7082703116491686e-5,3.928114459900414e-5,3.145460598664361e-5,2.3608213344182905e-5,1.5747005831020383e-5,7.875957687856205e-6,6.2479969115125664e-21,7.875957687856223e-6,1.5747005831020407e-5,2.360821334418292e-5,3.1454605986643603e-5,3.9281144599004176e-5,4.708270311649166e-5,5.485404628340084e-5,6.258980699223769e-5,7.028446317001977e-5,7.79323141328288e-5
7.793380591770298e-5,7.028580561361608e-5,6.259100014538518e-5,5.4855090191602046e-5,4.7083597819809474e-5,3.9281890131962394e-5,3.145520237814237e-5,2.3608660617427584e-5,1.5747304003464814e-5,7.876106771159888e-6,1.0279114798922296e-20,7.876106771159902e-6,1.5747304003464837e-5,2.36086606174276e-5,3.145520237814239e-5,3.928189013196241e-5,4.70835978198095e-5,5.485509019160207e-5,6.259100014538521e-5,7.028580561361611e-5,7.793380591770302e-5
7.793509850604915e-5,7.02869688029219e-5,6.259203397942653e-5,5.485599470956753e-5,4.708437305620394e-5,3.928253611652095e-5,3.1455719135756786e-5,2.360904816808513e-5,1.5747562362198787e-5,7.87623594801314e-6,9.034895227799656e-21,7.876235948013154e-6,1.57475623621988e-5,2.3609048168085132e-5,3.145571913575682e-5,3.928253611652098e-5,4.708437305620396e-5,5.485599470956755e-5,6.259203397942653e-5,7.028696880292193e-5,7.793509850604911e-5
7.793619202283266e-5,7.028795285002882e-5,6.259290859369717e-5,5.485675992398323e-5,4.7085028899804534e-5,3.9283082614332127e-5,3.145615630872874e-5,2.3609376033040034e-5,1.5747780931789795e-5,7.876345230692822e-6,9.674910612239575e-21,7.876345230692836e-6,1.5747780931789816e-5,2.3609376033040057e-5,3.1456156308728776e-5,3.928308261433214e-5,4.7085028899804554e-5,5.485675992398327e-5,6.259290859369723e-5,7.028795285002887e-5,7.793619202283266e-5
7.793708657388998e-5,7.028875784987034e-5,6.259362407232859e-5,5.485738590826765e-5,4.708556541339504e-5,3.92835296776128e-5,3.14565139387641e-5,2.3609644243532352e-5,1.5747959733045572e-5,7.876434629597294e-6,9.802429050756458e-21,7.876434629597319e-6,1.5747959733045586e-5,2.3609644243532383e-5,3.145651393876411e-5,3.92835296776128e-5,4.7085565413395026e-5,5.485738590826765e-5,6.259362407232863e-5,7.028875784987037e-5,7.793708657388997e-5
7.793778224587988e-5,7.028938388017909e-5,6.259418048420872e-5,5.48578727225371e-5,4.708598264838422e-5,3.92838773491193e-5,3.1456792060012486e-5,2.3609852825142286e-5,1.574809878300436e-5,7.876504153240972e-6,9.837736094503448e-21,7.876504153240987e-6,1.5748098783004372e-5,2.36098528251423e-5,3.145679206001251e-5,3.928387734911933e-5,4.7085982648384246e-5,5.485787272253714e-5,6.259418048420875e-5,7.028938388017909e-5,7.793778224587991e-5
7.793827910624496e-5,7.028983100145023e-5,6.259457788294982e-5,5.485822041357774e-5,4.708628064478198e-5,3.92841256621276e-5,3.145699069905208e-5,2.3610001797778038e-5,1.574819809492636e-5,7.8765538082506e-6,1.0512635683843088e-20,7.876553808250615e-6,1.5748198094926366e-5,2.3610001797778055e-5,3.145699069905211e-5,3.928412566212762e-5,4.7086280644782e-5,5.485822041357777e-5,6.259457788294984e-5,7.028983100145029e-5,7.793827910624496e-5
7.793857720317975e-5,7.029009925691513e-5,6.259481630686477e-5,5.4858429014823926e-5,4.7086459431180236e-5,3.92842746404175e-5,3.1457109874876064e-5,2.361009117566679e-5,1.574825767828782e-5,7.87658359936148e-6,9.006499972902261e-21,7.87658359936149e-6,1.574825767828784e-5,2.3610091175666825e-5,3.1457109874876084e-5,3.9284274640417544e-5,4.708645943118026e-5,5.485842901482395e-5,6.259481630686484e-5,7.029009925691515e-5,7.793857720317978e-5
7.793867656561027e-5,7.029018867251997e-5,6.259489577894778e-5,5.485849854634266e-5,4.70865190247393e-5,3.928432429826144e-5,3.145714959888385e-5,2.3610120967347378e-5,1.5748277538776285e-5,7.87659352941588e-6,1.184924554309408e-20,7.876593529415898e-6,1.57482775387763e-5,2.3610120967347392e-5,3.145714959888388e-5,3.928432429826146e-5,4.708651902473931e-5,5.485849854634269e-5,6.259489577894778e-5,7.029018867251998e-5,7.793867656561028e-5
7.79385772031798e-5,7.02900992569152e-5,6.259481630686475e-5,5.485842901482393e-5,4.7086459431180236e-5,3.928427464041751e-5,3.145710987487602e-5,2.3610091175666713e-5,1.574825767828785e-5,7.87658359936147e-6,9.067892920919254e-21,7.876583599361488e-6,1.5748257678287872e-5,2.361009117566673e-5,3.145710987487604e-5,3.928427464041753e-5,4.7086459431180236e-5,5.485842901482395e-5,6.259481630686477e-5,7.029009925691521e-5,7.793857720317982e-5
7.793827910624488e-5,7.02898310014503e-5,6.25945778829499e-5,5.485822041357774e-5,4.708628064478198e-5,3.928412566212759e-5,3.145699069905213e-5,2.361000179777798e-5,1.5748198094926397e-5,7.876553808250593e-6,1.0014775467248605e-20,7.8765538082506e-6,1.5748198094926407e-5,2.361000179777801e-5,3.145699069905215e-5,3.928412566212761e-5,4.708628064478201e-5,5.485822041357777e-5,6.25945778829499e-5,7.028983100145033e-5,7.793827910624494e-5
7.793778224587982e-5,7.02893838801791e-5,6.259418048420868e-5,5.485787272253707e-5,4.708598264838417e-5,3.928387734911939e-5,3.145679206001258e-5,2.3609852825142286e-5,1.5748098783004328e-5,7.876504153241036e-6,9.879678455546049e-21,7.876504153241053e-6,1.574809878300434e-5,2.3609852825142307e-5,3.1456792060012574e-5,3.928387734911941e-5,4.7085982648384185e-5,5.4857872722537094e-5,6.25941804842087e-5,7.02893838801791e-5,7.79377822458798e-5
7.793708657388993e-5,7.028875784987044e-5,6.259362407232853e-5,5.485738590826768e-5,4.708556541339498e-5,3.928352967761285e-5,3.145651393876403e-5,2.3609644243532356e-5,1.5747959733045572e-5,7.876434629597288e-6,8.604331440051351e-21,7.876434629597307e-6,1.5747959733045596e-5,2.3609644243532373e-5,3.145651393876406e-5,3.928352967761286e-5,4.7085565413395e-5,5.485738590826772e-5,6.259362407232857e-5,7.028875784987044e-5,7.793708657388993e-5
7.79361920228327e-5,7.028795285002886e-5,6.25929085936972e-5,5.485675992398325e-5,4.708502889980456e-5,3.928308261433215e-5,3.145615630872879e-5,2.3609376033040057e-5,1.574778093178976e-5,7.876345230692777e-6,8.698087822917034e-21,7.8763452306928e-6,1.5747780931789775e-5,2.3609376033040064e-5,3.1456156308728824e-5,3.928308261433218e-5,4.708502889980456e-5,5.485675992398326e-5,6.259290859369724e-5,7.028795285002886e-5,7.793619202283269e-5
