9.670790006292543e-6,9.352646204733974e-6,9.046730812512372e-6,8.752517747332547e-6,8.469505682839149e-6,8.197216771203006e-6,7.935195441015054e-6,7.683007265042257e-6,7.440237892890931e-6,7.2064920440741525e-6,6.9813925573727595e-6,6.76457949273615e-6,6.555709282285488e-6,6.354453927267695e-6,6.160500238063887e-6,5.973549114583401e-6,5.793314864585218e-6,5.619524557650553e-6,5.451917412701596e-6,5.290244217113676e-6,5.134266775603932e-6,4.983757387209021e-6,4.838498348775764e-6,4.698281483494924e-6,4.562907693103356e-6,4.4321865324674465e-6,4.305935805342094e-6,4.183981180172697e-6,4.0661558248772246e-6,3.9523000596078475e-6,3.842261026551063e-6,3.735892375879579e-6,3.6330539670199396e-6,3.533611584446384e-6,3.4374366672574684e-6,3.3444060518304037e-6,3.2544017268892404e-6,3.1673106003573667e-6,3.083024277399742e-6,3.001438849091246e-6,2.9224546911781696e-6,2.8459762724279632e-6,2.7719119720882916e-6,2.70017390600213e-6,2.630677760949057e-6,2.5633426368048598e-6,2.498090896133247e-6,2.434848020842456e-6,2.3735424755594617e-6,2.3141055773911787e-6,2.2564713717598003e-6,2.2005765140145684e-6,2.1463601565382456e-6,2.093763841079816e-6,2.0427313960595747e-6,1.993208838604599e-6,1.945144281085511e-6,1.8984878419366964e-6,1.853191560553008e-6,1.8092093160663152e-6,1.7664967498154603e-6,1.725011191332206e-6,1.6847115876744497e-6,1.6455584359469317e-6,1.6075137188570642e-6,1.5705408431614325e-6,1.5346045808655503e-6,1.4996710130461366e-6,1.4657074761721218e-6,1.4326825108059937e-6,1.4005658125735504e-6,1.3693281852954432e-6,1.3389414961789151e-6,1.3093786329734722e-6,1.2806134629987221e-6,1.2526207939572671e-6,1.22537633644946e-6,1.1988566681116038e-6,1.173039199301846e-6,1.1479021402630755e-6,1.1234244696943905e-6,1.09958590466666e-6,1.0763668718207018e-6,1.0537484797893339e-6,1.031712492787834e-6,1.0102413053194505e-6,9.89317917945728e-7,9.689259140732522e-7,9.490494377113931e-7,9.296731721570128e-7,9.107823195649302e-7,8.92362581364389e-7,8.744001394838968e-7,8.568816383485229e-7,8.397941676153784e-7,8.23125245614772e-7,8.068628034658159e-7,7.909951698370012e-7,7.755110563233488e-7,7.603995434133831e-7
9.65652547248544e-6,9.339089548648315e-6,9.033843089509457e-6,8.740262340101151e-6,8.457848152018508e-6,8.186124716302113e-6,7.924638370858091e-6,7.67295647702742e-6,7.430666360415601e-6,7.197374311528636e-6,6.972704642154774e-6,6.75629879378177e-6,6.5478144946515425e-6,6.346924962338278e-6,6.153318148984329e-6,5.966696026558066e-6,5.786773909700674e-6,5.613279813912216e-6,5.445953846995159e-6,5.284547631822519e-6,5.128823758635871e-6,4.978555265200298e-6,4.833525143260193e-6,4.693525869838641e-6,4.55835896202126e-6,4.427834553950001e-6,4.30177099483287e-6,4.179994466848901e-6,4.062338621894735e-6,3.948644236182586e-6,3.838758881757291e-6,3.7325366140533905e-6,3.6298376746644855e-6,3.5305282085416506e-6,3.4344799948847856e-6,3.3415701910273383e-6,3.251681088656491e-6,3.1646998817442678e-6,3.0805184456001443e-6,2.9990331264860026e-6,2.9201445412644703e-6,2.843757386580014e-6,2.769780257097186e-6,2.698125472346678e-6,2.6287089117515666e-6,2.5614498574301467e-6,2.4962708443905345e-6,2.4330975177535093e-6,2.3718584966580873e-6,2.312485244521474e-6,2.254911945342954e-6,2.199075385755857e-6,2.1449148425471725e-6,2.092371975378996e-6,2.0413907244585894e-6,1.9919172129171424e-6,1.9438996536694386e-6,1.8972882605375657e-6,1.8520351634330555e-6,1.808094327402476e-6,1.7654214753499611e-6,1.7239740142613394e-6,1.6837109647615659e-6,1.6445928938463664e-6,1.6065818506370147e-6,1.5696413050140563e-6,1.5337360889936745e-6,1.4988323407163673e-6,1.4648974509247406e-6,1.4319000118128619e-6,1.3998097681355803e-6,1.3685975704715225e-6,1.3382353305392652e-6,1.3086959784700278e-6,1.279953421946314e-6,1.2519825071192068e-6,1.2247589812219397e-6,1.1982594568010837e-6,1.1724613774907857e-6,1.147342985258731e-6,1.122883289056322e-6,1.0990620348086777e-6,1.075859676683099e-6,1.0532573495777086e-6,1.031236842774781e-6,1.0097805747059294e-6,9.88871568778691e-7,9.684934302167437e-7,9.486303238680763e-7,9.292669529376735e-7,9.103885386031868e-7,8.919808004744627e-7,8.7402993785902e-7,8.56522611797959e-7,8.394459278380262e-7,8.227874195073897e-7,8.065350324642277e-7,7.906771092884536e-7,7.752023748885055e-7,7.600999224964036e-7
9.64171369772611e-6,9.325012522417058e-6,9.020460407197849e-6,8.727536010401532e-6,8.445742442121897e-6,8.174606007762001e-6,7.91367502531673e-6,7.662518711072773e-6,7.420726128895715e-6,7.187905198706239e-6,6.963681760134694e-6,6.747698687688611e-6,6.539615054077499e-6,6.339105338616761e-6,6.14585867788094e-6,5.95957815600055e-6,5.779980132198498e-6,5.606793603342496e-6,5.439759599455539e-6,5.278630610273651e-6,5.123170041076467e-6,4.973151696136294e-6,4.828359288246629e-6,4.688585972888526e-6,4.5536339056905635e-6,4.423313821921501e-6,4.297444636833256e-6,4.175853065745963e-6,4.058373262831325e-6,3.944846477615109e-6,3.8351207282735685e-6,3.7290504908555988e-6,3.626496403608755e-6,3.5273249856348846e-6,3.4314083691442845e-6,3.3386240446165977e-6,3.2488546182157065e-6,3.1619875808397428e-6,3.077915088221292e-6,2.9965337515242665e-6,2.9177444379123474e-6,2.84145208059202e-6,2.7675654978595357e-6,2.6959972207046808e-6,2.6266633285481563e-6,2.5594832927112233e-6,2.494379827236012e-6,2.431278746695831e-6,2.3701088306517165e-6,2.3108016944303444e-6,2.253291665913712e-6,2.1975156680478512e-6,2.143413106791296e-6,2.090925764239772e-6,2.0399976966749845e-6,1.9905751372998263e-6,1.9426064034326745e-6,1.896041807946397e-6,1.8508335747467732e-6,1.8069357580968927e-6,1.7643041656022169e-6,1.722896284681774e-6,1.6826712123581045e-6,1.6435895882081064e-6,1.6056135303240855e-6,1.5687065741420513e-6,1.532833614001099e-6,1.4979608473050179e-6,1.4640557211627484e-6,1.4310868813914034e-6,1.3990241237703333e-6,1.3678383474408581e-6,1.3375015103512064e-6,1.3079865866511414e-6,1.2792675259452538e-6,1.25131921431887e-6,1.224117437053972e-6,1.1976388429572805e-6,1.1718609102258328e-6,1.146761913779397e-6,1.1223208939923653e-6,1.098517626760911e-6,1.0753325948445746e-6,1.0527469604239277e-6,1.0307425388192904e-6,1.0093017733177197e-6,9.884077110582139e-7,9.680439799272305e-7,9.481947664194292e-7,9.288447944199568e-7,9.099793048673061e-7,8.915840362573107e-7,8.736452059509968e-7,8.561494922504972e-7,8.390840172090969e-7,8.224363301430859e-7,8.061943918144317e-7,7.903465592549319e-7,7.74881571203791e-7,7.597885341318231e-7
9.62635671743274e-6,9.310417027942338e-6,9.006584543383607e-6,8.714340420656985e-6,8.433190108253826e-6,8.162662100832056e-6,7.902306766697363e-6,7.651695242944736e-6,7.410418393491365e-6,7.178085825661213e-6,6.954324961361438e-6,6.738780159231727e-6,6.531111884454566e-6,6.330995923185853e-6,6.138122638811898e-6,5.9521962674594295e-6,5.7729342503836e-6,5.60006660103808e-6,5.433335304793513e-6,5.2724937494168664e-6,5.117306184556804e-6,4.967547208602471e-6,4.823001281390943e-6,4.683462261341662e-6,4.548732965685686e-6,4.418624752544666e-6,4.292957123689219e-6,4.171557346880444e-6,4.054260096761915e-6,3.940907113333108e-6,3.8313468770889535e-6,3.725434299964952e-6,3.6230304312754376e-6,3.5240021778774116e-6,3.428222037836244e-6,3.3355678469080358e-6,3.245922537191307e-6,3.1591739073356085e-6,3.0752144037270516e-6,2.9939409121016965e-6,2.915254559066885e-6,2.8390605230372357e-6,2.7652678541188973e-6,2.6937893024983543e-6,2.6245411549162555e-6,2.557443078827653e-6,2.4924179738708125e-6,2.429391830285563e-6,2.3682935939411398e-6,2.3090550376501248e-6,2.251610638461908e-6,2.195897460644073e-6,2.1418550440757673e-6,2.0894252977896084e-6,2.0385523984132e-6,1.9891826932734076e-6,1.9412646079377442e-6,1.8947485579797136e-6,1.8495868647644077e-6,1.8057336750617606e-6,1.7631448843037198e-6,1.7217780633112962e-6,1.6815923883257028e-6,1.642548574186176e-6,1.604608810504927e-6,1.5677367006967934e-6,1.5318972037287861e-6,1.4970565784603843e-6,1.4631823304530736e-6,1.4302431611322153e-6,1.3982089191914134e-6,1.3670505541338335e-6,1.3367400718507085e-6,1.3072504921422172e-6,1.2785558080897196e-6,1.2506309471942251e-6,1.2234517341984476e-6,1.1969948555152184e-6,1.1712378251878224e-6,1.1461589523120525e-6,1.1217373098527448e-6,1.0979527047910088e-6,1.0747856495415077e-6,1.0522173345817802e-6,1.0302296022386633e-6,1.0088049215794552e-6,9.87926364357722e-7,9.675775819663788e-7,9.477427833527345e-7,9.284067138523344e-7,9.095546349006253e-7,8.911723045831985e-7,8.732459589874616e-7,8.557622943200537e-7,8.387084497563523e-7,8.220719909895757e-7,8.058408944489518e-7,7.900035321574591e-7,7.745486572012333e-7,7.59465389784082e-7
9.610456639717105e-6,9.295305035128067e-6,8.992217339507148e-6,8.700677292859192e-6,8.420192761299524e-6,8.150294503014116e-6,7.890535006270975e-6,7.640487394309197e-6,7.399744392403708e-6,7.167917352822172e-6,6.944635333769572e-6,6.7295442287485455e-6,6.522305943067205e-6,6.322597614495354e-6,6.130110875309393e-6,5.944551153187652e-6,5.765637008610496e-6,5.593099506597654e-6,5.426681620774114e-6,5.266137667901101e-6,5.111232771138734e-6,4.961742350426841e-6,4.81745163847874e-6,4.6781552209819205e-6,4.543656599690006e-6,4.41376777717429e-6,4.288308862078841e-6,4.1671076937941156e-6,4.0499994855288475e-6,3.936826484820736e-6,3.827437650581047e-6,3.721688345821318e-6,3.619440045258329e-6,3.5205600570371564e-6,3.424921257856391e-6,3.332401840816519e-6,3.242885075350975e-6,3.156259078632538e-6,3.0724165978811404e-6,2.9912548030285155e-6,2.9126750892248324e-6,2.836582888698521e-6,2.7628874915060923e-6,2.691501874733094e-6,2.6223425397295322e-6,2.5553293569846903e-6,2.490385418266219e-6,2.427436895667929e-6,2.366412907228357e-6,2.3072453887992336e-6,2.2498689718600125e-6,2.1942208669886914e-6,2.1402407527146877e-6,2.087870669493013e-6,2.0370549185520077e-6,1.9877399653792265e-6,1.939874347622158e-6,1.893408587191095e-6,1.848295106362692e-6,1.8044881476920523e-6,1.7619436975514032e-6,1.7206194131221012e-6,1.6804745526751006e-6,1.6414699089838747e-6,1.6035677457205233e-6,1.5667317366941656e-6,1.5309269077967746e-6,1.4961195815289102e-6,1.4622773239837756e-6,1.429368894173957e-6,1.3973641955910215e-6,1.3662342298934666e-6,1.3359510526235872e-6,1.3064877308588047e-6,1.2778183027073083e-6,1.249917738562768e-6,1.2227619040364017e-6,1.1963275244891668e-6,1.1705921510903285e-6,1.1455341283321043e-6,1.1211325629339518e-6,1.097367294072679e-6,1.074218864878039e-6,1.0516684951362692e-6,1.029698055146645e-6,1.0082900406789696e-6,9.874275489822438e-7,9.670942557972438e-7,9.472743933278716e-7,9.279527291283297e-7,9.091145458653105e-7,8.907456219161749e-7,8.728322127658891e-7,8.553610331675632e-7,8.383192400326673e-7,8.216944160188282e-7,8.054745537846623e-7,7.896480408823047e-7,7.742036452598642e-7,7.591305013472128e-7
9.594015644853126e-6,9.279678581390445e-6,8.977360700193298e-6,8.686548408153854e-6,8.406752067544338e-6,8.13750477371265e-6,7.878361203950488e-6,7.628896532433977e-6,7.388705406600155e-6,7.157400980738462e-6,6.934614002945795e-6,6.71999195192364e-6,6.513198220394604e-6,6.3139113421787075e-6,6.121824260209851e-6,5.9366436329856574e-6,5.758089177138562e-6,5.585893043988114e-6,5.419799228092493e-6,5.259563005959787e-6,5.104950403208161e-6,4.955737688581314e-6,4.8117108933334985e-6,4.6726653545947125e-6,4.538405281416814e-6,4.4087433422839734e-6,4.283500272944131e-6,4.162504503490598e-6,4.045591803683498e-6,3.9326049455639375e-6,3.823393382465044e-6,3.7178129435782243e-6,3.6157255432785273e-6,3.516998904457993e-6,3.4215062951575276e-6,3.3291262778261573e-6,3.2397424705726643e-6,3.153243319809386e-6,3.0695218837184558e-6,2.9884756260027246e-6,2.9100062194096187e-6,2.8340193585449768e-6,2.760424581517186e-6,2.6891350999768435e-6,2.62006763713885e-6,2.5531422733952574e-6,2.488282299146928e-6,2.4254140745014254e-6,2.3644668955018317e-6,2.3053728665682613e-6,2.2480667788504517e-6,2.192485994204235e-6,2.138570334519548e-6,2.0862619761408908e-6,2.0355053491346842e-6,1.9862470411698958e-6,1.938435705789573e-6,1.8920219748629533e-6,1.846958375017101e-6,1.8031992478582145e-6,1.7607006738009539e-6,1.719420399334354e-6,1.6793177675600242e-6,1.6403536518478481e-6,1.6024903924609314e-6,1.5656917360094046e-6,1.5299227775994595e-6,1.4951499055504742e-6,1.4613407485597385e-6,1.428464125199264e-6,1.396489995636088e-6,1.3653894154717416e-6,1.3351344916020587e-6,1.305698340003467e-6,1.2770550453560546e-6,1.2491796224185817e-6,1.222047979074228e-6,1.1956368809701193e-6,1.1699239176772222e-6,1.1448874703010848e-6,1.1205066804765422e-6,1.096761420683592e-6,1.0736322658240858e-6,1.0511004660018183e-6,1.0291479204516644e-6,1.007757152565681e-6,9.86911285966798e-7,9.665940215827777e-7,9.467896156758832e-7,9.274828587852236e-7,9.086590555411227e-7,8.903040053128338e-7,8.724039836524351e-7,8.549457244998216e-7,8.379164031150328e-7,8.213036197060968e-7,8.050953837217899e-7,7.892800987801049e-7,7.738465482048694e-7,7.587838811439768e-7
9.577035984727403e-6,9.263539771153981e-6,8.962016592787694e-6,8.671955606414952e-6,8.392869748281775e-6,8.12429452387289e-6,7.865786867958061e-6,7.616924069882195e-6,7.377302759532243e-6,7.146537949820304e-6,6.924262131888483e-6,6.710124419566991e-6,6.503789739905352e-6,6.3049380668635605e-6,6.113263695478918e-6,5.928474554039506e-6,5.750291551982113e-6,5.5784479614058445e-6,5.412688830245787e-6,5.252770425291738e-6,5.098459703364917e-6,4.949533809079554e-6,4.805779597722271e-6,4.666993181879294e-6,4.53297950052808e-6,4.403551909390396e-6,4.278531791420948e-6,4.15774818637007e-6,4.041037438425486e-6,3.928242860994131e-6,3.819214417741498e-6,3.7138084190539993e-6,3.6118872331387997e-6,3.5133190110171185e-6,3.417977424710324e-6,3.3257414179536104e-6,3.2364949688102482e-6,3.150126863590823e-6,3.0665304815150313e-6,2.985603589582216e-6,2.90724814714512e-6,2.8313701197074485e-6,2.757879301490721e-6,2.6866891463388715e-6,2.6177166065521624e-6,2.550881979261263e-6,2.4861087599735254e-6,2.423323502941523e-6,2.3624556880213973e-6,2.3034375937058636e-6,2.2462041760319358e-6,2.190692953079175e-6,2.136843894787628e-6,2.0845993178393104e-6,2.0339037853584823e-6,1.984704011199353e-6,1.9369487686006483e-6,1.890588802997817e-6,1.8455767487936844e-6,1.8018670498984869e-6,1.7594158838595095e-6,1.718181089409445e-6,1.6781220972708137e-6,1.639199864062242e-6,1.6013768091595065e-6,1.5646167543717943e-6,1.5288848663004767e-6,1.494147601253867e-6,1.4603726525982642e-6,1.4275289004305703e-6,1.3955863634643992e-6,1.3645161530259131e-6,1.334290429061313e-6,1.3048823580624076e-6,1.2762660728212557e-6,1.2484166339294235e-6,1.2213099929410209e-6,1.1949229571230806e-6,1.1692331557202027e-6,1.1442190076642964e-6,1.119859690662828e-6,1.0961351116032687e-6,1.0730258782132984e-6,1.05051327192024e-6,1.0285792218549452e-6,1.00720627994889e-6,9.86377597074807e-7,9.660769001842928e-7,9.462884703975411e-7,9.269971220026614e-7,9.081881823240237e-7,8.898474724211078e-7,8.71961288580813e-7,8.54516384568424e-7,8.374999546034804e-7,8.208996170289256e-7,8.047033986430015e-7,7.88899719664925e-7,7.734773793067729e-7,7.584255419250886e-7
9.559519982273371e-6,9.24689077533017e-6,8.946187046877404e-6,8.65690078580286e-6,8.37854757940729e-6,8.110665415608002e-6,7.85281355448101e-6,7.604571464195462e-6,7.365537816843348e-6,7.135329540068668e-6,6.91358092075937e-6,6.699942757384288e-6,6.494081557845918e-6,6.295678779975838e-6,6.104430112030567e-6,5.920044790753589e-6,5.742244954755705e-6,5.5707650311335246e-6,5.405351153400372e-6,5.2457606089384296e-6,5.091761314309423e-6,4.9431313168716704e-6,4.799658321257591e-6,4.6611392393583355e-6,4.527379762550091e-6,4.398193954975503e-6,4.273403866766292e-6,4.152839166161999e-6,4.036336789539848e-6,3.923740608429803e-6,3.814901112641824e-6,3.7096751086814797e-6,3.60792543267665e-6,3.5095206770814816e-6,3.414334930462251e-6,3.322247529710113e-6,3.2331428240580467e-6,3.1469099503146903e-6,3.063442618757244e-6,2.982638909155912e-6,2.904401076428832e-6,2.8286353654535503e-6,2.7552518345841966e-6,2.684164187447821e-6,2.6152896126141253e-6,2.5485486307545533e-6,2.4838649489246105e-6,2.421165321623654e-6,2.360379418302121e-6,2.3014396970037634e-6,2.244281283845803e-6,2.1888418580546973e-6,2.1350615422895626e-6,2.0828827979981887e-6,2.032250325563941e-6,1.983110969012861e-6,1.935413625063413e-6,1.889109156309481e-6,1.8441503083407125e-6,1.8004916306111161e-6,1.7580894008783059e-6,1.7169015530429893e-6,1.6768876082279219e-6,1.6380086089424789e-6,1.6002270561871429e-6,1.563506849359196e-6,1.5278132288276458e-6,1.4931127210517965e-6,1.4593730861244373e-6,1.4265632676257707e-6,1.3946533446804247e-6,1.3636144861145904e-6,1.333418906615776e-6,1.3040398248020142e-6,1.2754514231122543e-6,1.2476288094336363e-6,1.2205479803855308e-6,1.194185786184338e-6,1.1685198970161222e-6,1.1435287708483125e-6,1.1191916226146847e-6,1.0954883947108713e-6,1.0723997287410574e-6,1.0499069384588903e-6,1.0279919838487969e-6,1.0066374462959776e-6,9.858265047963926e-7,9.655429131598678e-7,9.457709781617788e-7,9.264955386011932e-7,9.077019452249177e-7,8.893760414789535e-7,8.715041450509876e-7,8.540730301685536e-7,8.370699106199921e-7,8.204824234660593e-7,8.042986134123767e-7,7.885069178133362e-7,7.730961522804235e-7,7.580554968683588e-7
9.541470030887534e-6,9.229733830781994e-6,8.929874153798772e-6,8.641385902312408e-6,8.363787391001514e-6,8.096619161814149e-6,7.839442867317763e-6,7.5918402175673185e-6,7.353411986067528e-6,7.123777070798492e-6,6.902571606627116e-6,6.68944812574067e-6,6.484074763022156e-6,6.286134503538482e-6,6.095324469540734e-6,5.911355244578492e-6,5.733950232514809e-6,5.562845049392636e-6,5.39778694625547e-6,5.2385342611578094e-6,5.08485589872498e-6,4.936530835735533e-6,4.793347651297095e-6,4.655104080283912e-6,4.521606588786922e-6,4.392669970405656e-6,4.2681169622836275e-6,4.1477778798553544e-6,4.031490269332639e-6,3.9190985770165634e-6,3.810453834572678e-6,3.7054133594556648e-6,3.603840469715905e-6,3.505604212462444e-6,3.410579105295806e-6,3.3186448900621547e-6,3.229686298314257e-6,3.143592827897505e-6,3.0602585301099926e-6,2.9795818069140448e-6,2.901465217704155e-6,2.8258152951616162e-6,2.7525423697499932e-6,2.681560402428927e-6,2.6127868251847825e-6,2.546142388996838e-6,2.4815510188781174e-6,2.4189396756461424e-6,2.358238224098385e-6,2.2993793072816316e-6,2.2422982265614836e-6,2.186932827211527e-6,2.1332233892569646e-6,2.081112523319486e-6,2.030545071223724e-6,1.9814680111366934e-6,1.9338303670236654e-6,1.8875831222138268e-6,1.8426791368800154e-6,1.799073069246183e-6,1.7567213003450078e-6,1.7155818621576487e-6,1.6756143689750786e-6,1.6367799518288545e-6,1.599041195846283e-6,1.5623620803924233e-6,1.5267079218675605e-6,1.4920453190358727e-6,1.4583421007664023e-6,1.425567276073746e-6,1.393690986351165e-6,1.362684459693806e-6,1.3325199672153986e-6,1.303170781265376e-6,1.2746111354590498e-6,1.2468161864368832e-6,1.2197619772732098e-6,1.1934254024586962e-6,1.1677841743843698e-6,1.142816791258513e-6,1.118502506391003e-6,1.0948212987829507e-6,1.0717538449622497e-6,1.0492814920086154e-6,1.0273862317145204e-6,1.0060506758305727e-6,9.852580323466666e-7,9.649920827627082e-7,9.452371603041767e-7,9.259781290408586e-7,9.072003638681558e-7,8.888897313130473e-7,8.710325711279517e-7,8.536156786378212e-7,8.366262878073018e-7,8.200520549963965e-7,8.038810433743918e-7,7.881017079634259e-7,7.727028812841918e-7,7.576737595777563e-7
9.522888593830132e-6,9.212071239772295e-6,8.913080066129512e-6,8.625412969304718e-6,8.348591066899979e-6,8.082157525775406e-6,7.825676457513714e-6,7.578731876507869e-6,7.340926716320324e-6,7.111881900352403e-6,6.891235463203959e-6,6.678641719417407e-6,6.473770476574609e-6,6.276306289963533e-6,6.085947756255479e-6,5.9024068438333914e-6,5.72540825759165e-6,5.554688836191576e-6,5.3899969799025875e-6,5.2310921072935825e-6,5.077744139157502e-6,4.929733008164941e-6,4.7868481928395e-6,4.648888274541794e-6,4.515660516230837e-6,4.386980461848737e-6,4.262671555245795e-6,4.142564777627258e-6,4.026498302564152e-6,3.914317167665048e-6,3.805872962058058e-6,3.7010235288804433e-6,3.599632682016729e-6,3.5015699363695404e-6,3.4067102509849706e-6,3.3149337843911488e-6,3.226125661543266e-6,3.1401757517995523e-6,3.0569784573838065e-6,2.9764325118175133e-6,2.8984407878316444e-6,2.8229101142939206e-6,2.7497511017100756e-6,2.678877975880867e-6,2.6102084193176905e-6,2.5436634200394567e-6,2.4791671273921837e-6,2.4166467145519547e-6,2.356032247386751e-6,2.2972565593711983e-6,2.2402551322619228e-6,2.1849659822559423e-6,2.1313295513693123e-6,2.0792886037848607e-6,2.028788126931289e-6,1.979775237067154e-6,1.9321990891548095e-6,1.886010790819268e-6,1.8411633201981428e-6,1.7976114474971741e-6,1.7553116600758627e-6,1.7142220908957159e-6,1.6743024501723358e-6,1.6355139600799985e-6,1.597819292364706e-6,1.5611825087293301e-6,1.5255690038601352e-6,1.4909454509715094e-6,1.4572797497505143e-6,1.4245409765897878e-6,1.392699337001731e-6,1.3617261201128929e-6,1.3315936551417781e-6,1.3022752697685454e-6,1.2737452503088803e-6,1.2459788036090966e-6,1.2189520205831954e-6,1.192641841316449e-6,1.167026021664102e-6,1.1420831012763973e-6,1.1177923729853418e-6,1.0941338534911045e-6,1.07108825528906e-6,1.0486369597815394e-6,1.0267619915205415e-6,1.005445993530692e-6,9.84672203663911e-7,9.644244319394483e-7,9.446870388253719e-7,9.254449144195669e-7,9.066834584901571e-7,8.883885613373697e-7,8.705465854404336e-7,8.531443478549717e-7,8.361691033278022e-7,8.196085280978459e-7,8.034507043528678e-7,7.876841053137721e-7,7.72297580918923e-7,7.572803440825512e-7
