X,Y,Z,Bz[T]
-0.07,0.0030185271107129527,-0.0020762818009051887,0.007299678415922211
-0.07,0.007215675337736255,-0.006588334525250579,0.007303429919574503
-0.0638834381786876,0.004243865090545669,-0.006395589360999205,0.007274388707726962
-0.07,-7.864810556142826E-5,-0.0069218316909801115,0.007272284161167979
-0.06581002172820809,-0.00585958226566721,-0.0029104075584969183,0.0073038014236521485
-0.07,-0.006836213728097005,-0.0065169248619218745,0.007301735014821378
-0.07,-0.0031381268716672364,-3.4258507557173926E-5,0.00730345806306416
-0.07,-0.009088204180910992,-3.6979929168375926E-4,0.007336730039099489
-0.07,-0.013759397548486726,-0.003972140352447962,0.0073779473699611435
-0.06599761622458798,-0.01186323930639599,6.00758579362617E-5,0.007355676232859894
-0.07,-0.013531824400537037,0.0027538830829529903,0.007378055783025323
-0.06292382986723748,-0.010199055321343409,-0.006730258030196538,0.007320006793317573
-0.07,-0.013696452311502263,-0.010607066523381913,0.0073498088324931935
-0.07,-0.019424252915238742,-0.007483306129489676,0.007454308557728051
-0.06338189227278707,-0.017599527660671705,-0.006697793547057388,0.007415928711642115
-0.05878992145424511,-0.025,-0.008570110872589224,0.007532681236215957
-0.059921720853829415,-0.020846629703784817,-0.011857439731783465,0.00747529482237797
-0.06383995467833664,-0.025,-0.006665329063918236,0.007524211183688459
-0.06349906880624995,-0.025,-0.013894612118827573,0.007598724001027784
-0.05566310733858376,-0.025,-0.01358462676393534,0.007583683434929216
-0.06496086042691471,-0.0203650638837604,-0.013087590657251635,0.00747010253510777
-0.07,-0.024999999999999998,-0.010714285714285718,0.007574087731919449
-0.07,-0.01988349806373598,-0.014317741582719805,0.007465850199249699
-0.06581002172820809,-0.005619492143326356,-0.010720391132331919,0.007247597694252374
-0.07,-0.008656734432672975,-0.013622644420285412,0.00724768997770268
-0.07,-0.003061818138371454,-0.013160402452205962,0.0072089987417633394
-0.06518587558162281,9.93908719427235E-4,-0.00937258457937654,0.0072441978857878606
-0.07,0.0032906728843928867,-0.013264840337949342,0.0072092795072526234
-0.06475666913320932,0.007078551456988801,-0.012328079279210523,0.00724196748381635
-0.07,0.010294756973759235,-0.01382429431842215,0.0072665699652567995
-0.06552676012670687,-0.012674996920121305,-0.014383706505631559,0.007291686196581737
-0.07,0.018761880714164673,-0.006866267210139327,0.007442793836176666
-0.07,0.013637998250783961,-0.008611652514322799,0.007362406799372361
-0.07,0.018434323700399394,-0.01420849918486456,0.007422739350062921
-0.06290308471277674,0.01818376935759588,-0.011763021880355991,0.007416347765444705
-0.06475666913320932,0.012252214140184339,-0.01000148536739725,0.007325573670230048
-0.06339656465045576,0.01645796138323258,-0.003646933209806788,0.007402175504973157
-0.07,0.01345022492286857,-0.003155011815663099,0.00737692168948402
-0.06301020722416587,0.0014091787241025389,-4.63099442787884E-4,0.007286442191303688
-0.07,0.002831435697268507,0.002467027449750265,0.007298454624659968
-0.07,0.00833313179447296,3.5120835131564193E-4,0.007330621313420693
-0.07,0.01873790795723742,-8.684896035653263E-5,0.007440847350149381
-0.06453545122503496,0.025,-0.007368373244781326,0.007529364311244916
-0.07000000000000002,0.025,-0.0035714285714285765,0.007514592449863099
-0.07,-0.019413646837843197,-5.023955181496127E-4,0.007447666463122332
-0.06335313336489515,-0.020456398716333594,0.003640292600737048,0.007451216886122889
-0.07000000000000002,-0.025,-0.0035714285714285765,0.007510981926540122
-0.07,-0.019272742586170257,0.00618191909121991,0.007449696739696706
-0.05845523255611762,-0.025,-0.003019409253879425,0.0074932969190683206
-0.05230595430859007,-0.025,-0.006691920048111222,0.007505755010473759
-0.057318790594360035,-0.019280948457294906,-0.007756851035530214,0.007434432936505511
-0.054133216690629024,-0.019280948457294906,-0.0032737524516334624,0.007423552856486538
-0.04794261374343582,-0.021875000000000002,-0.006011328080405506,0.00745466091750013
-0.045225398223293384,-0.025,-0.006900836345921863,0.007500100594558169
-0.04357927317828157,-0.01875,-0.00533073611269979,0.007406662268387773
-0.04733428400540994,-0.025,-0.0020499915927760168,0.007474467030749386
-0.05241877364678309,-0.025,3.9608629520427804E-4,0.00747803483930715
-0.06460329318933192,0.00960588288690355,-0.003047159666527631,0.007328983903284769
-0.06440037099191558,0.005449317798628506,0.004524816939734309,0.007292097025693335
-0.07,0.012833377748179359,0.0036221874670103633,0.007369582243695202
-0.07,0.006616168209201955,0.007149342840781649,0.00729503944356133
-0.06367524940555892,0.015774638161401837,0.0033377351630083547,0.007394255060628543
-0.06374135386675,-0.025,1.1024418938249125E-4,0.0074935654759765375
-0.06022523250264679,-0.017483540532152626,5.364414072205303E-4,0.007410258556217043
-0.07,-0.00734973853045956,0.006428742919186171,0.007307341311762124
-0.07,-6.341616940364996E-4,0.007039061528798331,0.007270563756458819
-0.0654041773333754,6.730980268200104E-4,0.010315936798854643,0.007231377074421402
-0.07,0.0027092757938309633,0.013107440503708517,0.007208336921894493
-0.06216022451081154,-0.002020827212929291,0.0048465983165301065,0.007273558484784478
-0.06199523244917596,-0.009967081064305251,0.004092292068320486,0.007326356467449238
-0.07,-0.013902615891484622,0.008167911151443786,0.0073671547699444805
