X,Y,Z,Bz[T]
0.025000000000000005,0.0194136468378432,-5.023955181496335E-4,0.007411764411738435
0.025,0.025,-0.0035714285714285726,0.007476714718891279
0.025,0.019424252915238763,-0.0074833061294897,0.007417807266434272
0.01886273209397728,0.01990907542465599,-0.003339967516731954,0.007415026462017202
0.025,0.01375939754848674,-0.003972140352447955,0.007342398682120785
0.01873790795723742,0.025,-8.684896035652395E-5,0.007464319292994165
0.01898755623071714,0.012514026784016348,-0.0014744524572582916,0.0073288117055153885
0.025,0.013531824400537037,0.002753883082952973,0.007341921222163657
0.019783924174159275,0.017285289835548157,0.002971531834402403,0.007384340024966704
0.025,0.009088204180911013,-3.6979929168374885E-4,0.007299823695132774
0.025,0.025,0.0035714285714285657,0.007476463019636983
0.01630865096116931,0.02114264491777408,0.003296859650706383,0.007428747224703712
0.025,0.019272742586170268,0.006181919091219911,0.007414540893583996
0.025,0.013902615891484622,0.008167911151443786,0.007332160012793281
0.01898755623071714,0.014818150849311975,-0.0065930860731073845,0.007347041959035491
0.018761880714164673,0.025,-0.006866267210139327,0.0074955585524344535
0.01345022492286857,0.025,-0.0031550118156631057,0.007468530620677245
0.012904245104806814,0.020469924693560845,5.215409220887644E-4,0.0074181777041376126
0.013637998250783955,0.025,-0.008611652514322804,0.007507037138505807
0.025,0.006836213728097019,-0.006516924861921861,0.007262910153831001
0.025,7.864810556142826E-5,-0.00692183169098011,0.007235047474671944
0.018198042212492122,0.0027004694298993063,-0.004549513330239394,0.007249819917630271
0.025,0.003138126871667247,-3.425850755717219E-5,0.007266437232055917
0.025,-0.0030185271107129596,-0.0020762818009051887,0.00726343005356155
0.024999999999999998,0.024999999999999998,-0.010714285714285718,0.007535028214055352
0.018434323700399394,0.025,-0.014208499184864554,0.00756797509609858
0.018608911884340745,0.019426544664576797,-0.009747361523398874,0.007416738869926957
0.012297971139576603,0.021944251650454192,-0.011043630496057064,0.007467859950396679
0.025,0.013696452311502266,-0.010607066523381933,0.007315283424414307
0.025,0.01988349806373598,-0.014317741582719805,0.007429563500429749
0.025,0.008656734432672992,-0.013622644420285426,0.007211898161954515
0.02019119565919658,0.011208477240288495,-0.01405584883380636,0.007241818573237864
0.0030185271107129527,0.025,-0.0020762818009051887,0.007465213732516481
0.00833313179447296,0.025,3.5120835131564193E-4,0.007460090172123342
0.005951597902160302,0.018525188842193122,-0.002807750163754252,0.007394762315019133
0.007215675337736248,0.025,-0.0065883345252505734,0.007488979810392242
0.01144347699549219,0.020042528725717917,-0.006367547605948835,0.0074205555288703465
0.01727904205230048,0.006925367267804769,-0.010009262288461572,0.007232588407632464
-7.864810556142826E-5,0.025,-0.00692183169098011,0.0074893220553147385
