X,Y,Z,Bz[T]
0.17999999999999997,0.004059497070134699,0.01310938809908807,0.008071470878752564
0.18,0.011073457831817101,0.012969421108495402,0.008142663816407048
0.17999999999999994,0.007612757305653009,0.006645652368183029,0.008174832583321027
0.17615788353577522,0.007432826273753317,0.014817026988669343,0.007999189088742354
0.1765905417995459,-0.0012188538186384277,0.005943388273458241,0.008092205460605883
0.17999999999999997,5.661729770881918E-4,0.006899877532769183,0.008144053651727098
0.17999999999999997,-0.006675273145398964,0.0070526366851867365,0.008163984320900586
0.17999999999999997,-0.002847968039599042,0.002267687414262292,0.008172930987035004
0.17999999999999997,0.013955299864836984,0.008232994414225382,0.008230315584346927
0.18,0.018503370687318853,0.013896044078433714,0.008273525102678
0.1735719218847619,0.019231243854807362,0.010477149900650446,0.008198344052867972
0.17999999999999997,0.019444169054490576,0.006269226186018724,0.008314709251390991
0.18000000000000002,0.02500000000000001,0.010691369535991266,0.008418652009936346
0.17219958598380378,0.01346248770961472,0.006879419001016887,0.008102592455413091
0.1756538635210539,0.004604907705841529,0.004225597996618662,0.008096137213578792
0.17999999999999997,0.0025643196186802344,3.920330102900535E-5,0.008177136051059705
0.17999999999999997,-0.002918854101354961,-0.0019289068404253953,0.008174384539173622
0.1751498435063326,4.897825646480919E-4,-0.0020851897372977783,0.008086776523388524
0.17999999999999997,0.013636814495135551,0.002584585323355971,0.00824927996553718
0.17604170244802855,0.016762169189497148,0.002999667801406382,0.008215738592851532
0.17999999999999997,0.01938385887029282,-4.7455923037480544E-4,0.008313979723795193
0.17999999999999997,0.009158782540696396,-4.1032208227493455E-4,0.008210242135993426
0.17999999999999997,-0.012817639494277269,0.0035954872058354334,0.008237995631001794
0.17999999999999994,-0.01360735101403747,0.010510471445606365,0.008208915983638107
0.17309612487762877,-0.012658558380589236,0.005856295155298374,0.008113852532052313
0.16907155939992566,0.019685084755539727,0.005304450288496511,0.008141041296056072
0.1677342455588983,0.025,0.0036965765583538354,0.008178756807375844
0.1641314944152504,0.019888902115170255,0.00895005255819185,0.0080759325974109
0.1686847539806997,0.025,0.010495938615586446,0.008237537265150939
0.17494425778572004,0.025,0.014074880800284004,0.008364954369864407
0.17130772704210778,0.006645495793002824,0.00841199269220832,0.008008614184040714
0.1723157670715504,0.012844806094725724,0.014028728585239734,0.00802753746881387
0.1691756371933995,0.019171259747798892,0.01487293697684869,0.008114217669545247
0.16341101766846994,0.025,0.013730429681471104,0.008196128801144042
0.17999999999999997,-0.002725261205119907,0.013034750751755211,0.008064635726534607
0.1731810835990918,4.102604023221867E-4,0.00961908913265419,0.007997573451837908
0.1740464001266332,-0.006676409496209599,0.008783912529109685,0.008048166763246578
0.1761578835357752,5.334667552848115E-4,0.014849691810299248,0.007956619594703531
0.16122967878957864,0.0160931207510663,0.013891072128878192,0.007939592345140856
0.15782782343605645,0.025,0.01362073116571063,0.008124140233787077
0.17999999999999997,0.024999999999999998,0.017843390209313106,0.008462698079070387
0.17999999999999994,0.014126214375470389,0.0197014118950109,0.008077273096328413
0.17555818477992008,0.025,0.020024130364517022,0.008397254946409029
0.1758687550250069,0.01880732316405464,0.016832645703501077,0.008190562492818148
0.17173751005001378,0.019111275640790425,0.019769247328568443,0.008096039919966267
0.17999999999999997,0.019612540745151723,0.020290260376182336,0.008240312278760082
0.17999999999999994,0.007322238667333815,0.01918887219186151,0.007955990175265737
0.17326660536992708,0.009922753572918141,0.01951436429261987,0.007877759037965346
0.17999999999999994,-0.008332792111693065,0.013490158985136232,0.008099187854055187
0.17330183393030718,-0.008746672590147078,0.015037093563420981,0.007963193581886484
0.17999999999999997,3.9814792924646597E-4,0.01916785264564081,0.007911930230603334
0.17505604458395602,5.477708470780272E-6,0.020442513592946285,0.007787139666064466
0.17999999999999997,-0.013874389982191496,0.01841897167438148,0.00810151324454093
0.17999999999999997,-0.00623884153250228,0.018829438389418085,0.007951297538629191
0.17504442917395718,-0.008928246643882821,0.019810726230135474,0.007881931928789731
0.17999999999999997,0.0035226835499411087,0.025,0.007708544298937007
0.17999999999999997,-0.020278403941748034,0.0195689179344437,0.008273098644701408
0.17999999999999997,-0.019700633921022184,0.01400230340586956,0.008303080418995175
0.17438201326489783,-0.018058588432629075,0.017348857223133105,0.008136561847677805
0.17654806243881438,-0.013009355330563764,0.0013777026762937022,0.00818509402871806
0.17999999999999997,-0.013360152280538294,-0.0031008898027109696,0.0082444882625876
0.17999999999999997,-0.008049977704355659,2.513488942692925E-4,0.008201610590343375
0.17181023649035973,-0.007859808934408605,6.289247896815603E-4,0.00806277761352424
0.17999999999999997,5.333796380162584E-4,-0.006965636273772459,0.00814170853232045
0.17402875422563377,-0.005629129882699993,-0.004402344726049363,0.008073617857909091
0.17999999999999997,-0.006985560478199782,-0.0066083497870753505,0.008170304467272075
0.16218792127185766,0.025,5.77563287448412E-4,0.008094269967838389
0.16154835644380958,0.025,0.007514859551436159,0.008115939084069159
0.15575780353217222,0.017594123960666504,0.009776103477535315,0.007931677902803122
0.1587311527894506,0.019201032470102963,9.714950962600327E-4,0.007995985982073297
0.15250305768902767,0.018904918976121787,0.01570611861180492,0.007893469502360017
0.1513727294687342,0.025,0.012629789778887873,0.00803921159869681
0.1553048722041004,0.025,0.008539802091607575,0.008050068748267612
0.15350783349915204,0.020007021082499726,0.0039115016691725945,0.007944728624063797
0.13363521979765614,0.020584773691234085,0.01039587635511196,0.007778644873404669
0.13389456434741365,0.025,0.006494972583121329,0.007835147868324236
0.13037141627840024,0.025,0.012668114088026086,0.007863730824137109
0.13743918239139055,0.025,0.012655811103816722,0.007924652300107273
0.18,0.025,0.0035439350372792684,0.008369950198509238
0.1735321722060578,0.025,4.591192795216914E-5,0.00825750342780498
0.173976309007737,0.025,0.007099199205770346,0.008289032357316135
0.17999999999999997,0.025,-0.0035989162276486584,0.008371461702410708
0.16841365771663844,0.025,-0.002987141916272952,0.00818351467276452
0.14096569381977317,0.025,0.006477667047883995,0.007892263664975625
0.13998252849479442,0.01909966378817371,0.009778935193981347,0.007801819592007206
0.1444946893371407,0.025,0.012536421715222776,0.007976279942864331
0.1450406309897201,0.02076752778507474,0.006374855658200415,0.007871769134507824
0.13660385199816247,0.018716980184666197,0.0030957197867422393,0.007769852736119583
0.17624727196090784,-0.003398450830991381,-0.009433614241780285,0.008056477459057472
0.17208340489605714,0.014080169324503714,-2.698905832059609E-4,0.008123863207338019
0.17999999999999994,0.006944770082902152,-0.006549930653131322,0.008170789527143923
0.17317069473034682,0.007927512128116728,-0.0025117314263442734,0.00808120029656688
0.1744880934202065,0.004118752654504523,-0.006117825079172976,0.00806337461887234
0.17999999999999994,0.01379016913792798,-0.004049482537634597,0.008248381081081687
0.1741072878660222,0.018697644727021748,-0.0028450737749542462,0.008208012644883841
0.17999999999999994,0.019367635275589722,-0.007399226899888147,0.008313465822146435
0.1619286195294709,0.0202494865274042,-0.0025416347259342993,0.008048705757411258
0.1736619307405444,0.025,-0.0066361600912625066,0.00828521425983502
0.16821457573204437,0.01801143058375067,-0.005215588319533687,0.008106722009600775
0.1620495528996932,0.025,-0.006710767436937624,0.008117019329674681
0.17999999999999997,0.025,-0.010737187197774691,0.008419341072497852
0.17999999999999997,-0.01871019242065304,1.9883059184443858E-5,0.008306547060139747
0.17457215580895363,-0.016621140565812348,-0.004561415921607674,0.008188545492182472
0.17438201326489783,-0.017457307826769866,0.011083665520915187,0.00817706461895166
0.17999999999999997,-0.019075842730029616,0.007038534530007868,0.00830894249800597
0.18,-0.025000000000000005,0.010764170801261727,0.008418248814935856
0.1735308548870351,-0.025,0.013868706130768078,0.008337810784413504
0.174160648352307,-0.01745730782676987,0.005246756151126914,0.008190586849315288
0.17999999999999997,-0.025,0.0036313185667614864,0.00837332510118158
0.18,-0.025000000000000005,0.01788705997359171,0.008462103340209767
0.11626013876400285,0.025,0.012682188719272881,0.007779064365494583
0.11978202221071414,0.025,0.0065216359966528414,0.007741889478968557
0.12331186819696097,0.025,0.012677629837924725,0.007817156468816132
0.11914668906994123,0.018401858770767363,0.010347297645335598,0.007642099637126547
0.11273322521020337,0.025,0.006523580720427991,0.007705701190609047
0.12544462310576912,0.020294976242767604,0.015782775353754767,0.007712294413771911
0.12684476750840998,0.025,0.018836175189760905,0.007896242123284528
0.11978730134505591,0.025,0.018840947686446896,0.007846204731956777
0.16895571313872457,0.025,0.01850774184949936,0.008303091566371414
0.1545990035646481,0.025,0.01880893507216489,0.008126985890761093
0.16164186968396668,0.025,0.019023083813474007,0.008202737995216909
0.15806559220023347,0.017563769805131826,0.019445536064439096,0.007871664592253023
0.1647793525020371,0.019111275640790425,0.019268724053046936,0.008008510273853773
0.1478890052819937,0.025,0.018895358314921167,0.008057115716324528
0.1502809512301415,0.018861573858984973,0.02035305930590246,0.007817394202528647
0.14423610421260968,0.01964513911158427,0.016307983718740184,0.007833227252878718
0.14098033222375914,0.025,0.01882365437458234,0.007998954760007029
0.13390897554750134,0.025,0.018829924188897847,0.007936062333019326
0.1303983662133419,0.016471431871870133,0.018814838779343798,0.007596596069470722
0.13526912598208873,0.017594206028268163,0.014125039079480853,0.007713951989126376
0.13812472910292395,0.018209359998697314,0.019562519539740426,0.007702369591411154
0.17222165459571653,-0.004360587373097172,0.018434349080503516,0.007825897720152129
0.1374428658225366,0.025,0.025,0.00793308254551411
0.14451779862498168,0.025000000000000005,0.025000000000000005,0.007996304519812331
0.1586891499452483,0.025,0.025,0.00812664668047566
0.15490150561088833,0.01903441885919735,0.025,0.007774061015879521
0.18,0.010673649459614186,0.025,0.007822800449211879
0.17288919722307902,0.025,0.025,0.008310413914799556
0.18,0.025,0.025,0.008421496435986924
0.18,0.017832751857023047,0.025,0.008049723007276216
0.17542854358059787,0.019684269089856377,0.025,0.008069017081230923
0.16886454771718049,0.018395943478632854,0.025,0.007912570469185542
0.17490025478029947,0.013812775751108203,0.025,0.00783311616450932
0.16791683532010745,0.013222551281580848,0.01951436429261987,0.00787430240466302
0.16866369426087133,0.010632143982106296,0.025,0.007650447370348544
0.15121482181981832,0.01272920297445243,0.025,0.00750156241605026
0.1536333859093211,0.012809837952243573,0.01878244744472197,0.007706355328713334
0.17421744366830372,0.007000701051110558,0.024999999999999998,0.007657795016141246
