3.42605131173461e-5,3.3986713752532924e-5,3.373959302789293e-5,3.3516554003068046e-5,3.331523725813078e-5,3.315248902503834e-5,3.3027254369684456e-5,3.291455181678148e-5,3.281309790285979e-5,3.272173717840111e-5,3.263942975895036e-5,3.256523981622143e-5,3.249832499034362e-5,3.243792669287293e-5,3.238336126179125e-5,3.233401192395858e-5,3.228932151689722e-5,3.224878591992226e-5,3.221194814410542e-5,3.217839303109212e-5,3.214774251202977e-5,3.2119651379704395e-5,3.2093803529137656e-5,3.206990862433045e-5,3.2047699151377424e-5,3.2026927820788374e-5,3.2007365284453395e-5,3.198879813524068e-5,3.197102715970294e-5,3.195386581675093e-5,3.193713891742346e-5,3.1920681483042706e-5,3.190433776106617e-5,3.1887960379860125e-5,3.187140962538981e-5,3.1854552824481956e-5,3.183726382084543e-5,3.181942253146315e-5,3.1800914572262006e-5,3.178163094318762e-5,3.176146776388797e-5,3.174032605223963e-5,3.1718111538845024e-5,3.169473451147113e-5,3.167010968415191e-5,3.1644156086347186e-5,3.161679696818125e-5,3.1587959718305865e-5,3.155757579145044e-5,3.1525580643143064e-5
3.496836388788219e-5,3.477311217549696e-5,3.45977757455241e-5,3.4440332184327966e-5,3.429895460177921e-5,3.4171994995048087e-5,3.405796845077287e-5,3.395553825088037e-5,3.386782272309834e-5,3.3820403805769745e-5,3.377868575470347e-5,3.3741652776359e-5,3.370876939761134e-5,3.3679556098385636e-5,3.365358276204418e-5,3.3630462799413736e-5,3.360984789203739e-5,3.3591423302881954e-5,3.357490370555049e-5,3.3560029486018144e-5,3.354656347388131e-5,3.353428806304959e-5,3.3523002684656036e-5,3.351252159771847e-5,3.3502671965692086e-5,3.349329218953193e-5,3.3484230470234165e-5,3.3475343576029464e-5,3.3466495791464376e-5,3.345755802756268e-5,3.344840707406792e-5,3.343892497647085e-5,3.3428998522116634e-5,3.341851882116312e-5,3.340738096953892e-5,3.3395483782330475e-5,3.338272958721382e-5,3.336902406863966e-5,3.335427615449893e-5,3.3338397937917486e-5,3.332130462769633e-5,3.330291452167984e-5,3.3283148998065554e-5,3.326193252029995e-5,3.323919265180883e-5,3.321486007733214e-5,3.318886862811382e-5,3.316115530862963e-5,3.313166032291284e-5,3.3100327098882856e-5
3.589080036067692e-5,3.577424430700012e-5,3.568795669221115e-5,3.561190581037942e-5,3.5544921042441646e-5,3.5485960888016964e-5,3.543409920933489e-5,3.538851270829905e-5,3.5348469556647675e-5,3.5313319099892335e-5,3.5282482557174604e-5,3.525588079081674e-5,3.526111848286502e-5,3.526960837263939e-5,3.527821069929782e-5,3.5286815686479834e-5,3.529532624476712e-5,3.530365552246546e-5,3.5311724809624796e-5,3.531946175362116e-5,3.5326798849733685e-5,3.533367217449164e-5,3.534002033328435e-5,3.5345783596911236e-5,3.5350903204484726e-5,3.535532081246208e-5,3.5358978071651945e-5,3.5361816315842975e-5,3.536377634730377e-5,3.536479830584371e-5,3.536482160940123e-5,3.536378495529872e-5,3.536162637238242e-5,3.535828331522353e-5,3.53536927924821e-5,3.534779152235787e-5,3.534051610882796e-5,3.5331803233085165e-5,3.532158985525313e-5,3.5309813422068665e-5,3.5296412076770075e-5,3.5281324867969944e-5,3.526449195474499e-5,3.524585480561448e-5,3.522535638947217e-5,3.520294135689439e-5,3.5178556210556556e-5,3.515214946378843e-5,3.5123671786543476e-5,3.5093076138289606e-5
3.718605261900156e-5,3.711193951309153e-5,3.7047409417823957e-5,3.7031904346427095e-5,3.7053547463222304e-5,3.707561844409401e-5,3.7097852743380304e-5,3.7120035263957685e-5,3.714199197528492e-5,3.716358274744805e-5,3.718469523123676e-5,3.7205239637347706e-5,3.7225144288414086e-5,3.72443518356926e-5,3.7262816048003216e-5,3.730228937552214e-5,3.7344919848154684e-5,3.73845964510251e-5,3.742148133667662e-5,3.745572050952826e-5,3.748744435214206e-5,3.75167682259762e-5,3.754379312787179e-5,3.756860638726735e-5,3.75912823920686e-5,3.7611883333358034e-5,3.763045996092043e-5,3.7647052342920655e-5,3.766169062416615e-5,3.7674395778234105e-5,3.7685180349441716e-5,3.769404918120364e-5,3.770100012779494e-5,3.770602474695256e-5,3.77091089711073e-5,3.771023375536675e-5,3.770937570066713e-5,3.770650765078997e-5,3.7701599262195026e-5,3.7694617545865304e-5,3.768552738059015e-5,3.7674291997310424e-5,3.766087343436887e-5,3.764523296366822e-5,3.762733148791934e-5,3.760712990931427e-5,3.7584589470080276e-5,3.7559672065514836e-5,3.7532340530188194e-5,3.750255889809981e-5
3.867841038083898e-5,3.8726342440010384e-5,3.877345008314284e-5,3.8819450803965354e-5,3.886413346722648e-5,3.894116004755495e-5,3.9049223500060234e-5,3.914992538929681e-5,3.924373390360841e-5,3.9331096991136036e-5,3.941243983807778e-5,3.948816323153992e-5,3.955864261789807e-5,3.9624227702741975e-5,3.968524246813811e-5,3.974198550777755e-5,3.979473060103509e-5,3.9843727463704934e-5,3.9903025416135085e-5,3.9967612825854196e-5,4.0027266864016414e-5,4.008230723090108e-5,4.0133020050106686e-5,4.01796603330186e-5,4.022245431707627e-5,4.026160167958041e-5,4.0297277630279054e-5,4.032963488688731e-5,4.0358805538217146e-5,4.03849027998471e-5,4.040802266726302e-5,4.0428245471346097e-5,4.044563734086751e-5,4.0460251576455064e-5,4.047212994024036e-5,4.048130386516163e-5,4.048779558766142e-5,4.0491619207307644e-5,4.049278167666729e-5,4.049128372460037e-5,4.0487120715982654e-5,4.048028345072928e-5,4.0470758904896855e-5,4.045853091651659e-5,4.044358081874281e-5,4.0425888022811576e-5,4.0405430553238614e-5,4.03821855376196e-5,4.035612965333033e-5,4.032723953337475e-5
4.0370526233231396e-5,4.055742744633841e-5,4.073267651267663e-5,4.0895905117983934e-5,4.104782569285568e-5,4.1189140317815596e-5,4.132053205687057e-5,4.1477923056568026e-5,4.165325971137958e-5,4.181527076459488e-5,4.196498764738322e-5,4.2103364693601266e-5,4.2231282093811136e-5,4.234954926147534e-5,4.245890844996949e-5,4.256003849656188e-5,4.265355860004576e-5,4.274003206326664e-5,4.281996995125897e-5,4.289383463097218e-5,4.296204317029401e-5,4.302882548460776e-5,4.310616425918265e-5,4.3177376322645534e-5,4.3242821024375395e-5,4.330285211170979e-5,4.335778429169349e-5,4.3407896561830365e-5,4.345343530547289e-5,4.3494617167346695e-5,4.353163172403675e-5,4.356464396344001e-5,4.35937965863066e-5,4.36192121420939e-5,4.364099501041965e-5,4.365923323858763e-5,4.36740002448008e-5,4.368535639595659e-5,4.3693350468206224e-5,4.369802099785033e-5,4.369939752955663e-5,4.3697501768395346e-5,4.3692348641713116e-5,4.3683947276459904e-5,4.367230189722295e-5,4.3657412649869657e-5,4.36392763554238e-5,4.3617887198511494e-5,4.359323735446732e-5,4.356531755897389e-5
4.2437306102123866e-5,4.266092866515909e-5,4.2925997324570856e-5,4.3221237442859535e-5,4.349395407486679e-5,4.3745805190060645e-5,4.397835661038651e-5,4.419307892816535e-5,4.439134668198431e-5,4.4615392986493735e-5,4.484147402712944e-5,4.504984326190929e-5,4.524194119020115e-5,4.5419087778164525e-5,4.5582490018048245e-5,4.573324941131807e-5,4.5872369265202994e-5,4.6000761725602455e-5,4.611925449547457e-5,4.6228597208106974e-5,4.632946744003923e-5,4.6422476359851023e-5,4.650817401731822e-5,4.6587054283229346e-5,4.665955945402096e-5,4.673376763812041e-5,4.6810087347497596e-5,4.68799218855385e-5,4.694364400308899e-5,4.700158471657073e-5,4.705403709795994e-5,4.710125977154763e-5,4.714348013976541e-5,4.718089735872783e-5,4.7213685082529114e-5,4.724199399379332e-5,4.726595413655141e-5,4.7285677066163814e-5,4.730125782979242e-5,4.731277678980105e-5,4.732030130143659e-5,4.7323887255227196e-5,4.732358049370368e-5,4.7319418111290936e-5,4.731142964554056e-5,4.7299638167283614e-5,4.728406127670132e-5,4.726471201183651e-5,4.724159967562334e-5,4.721473058706179e-5
4.471757811076798e-5,4.510444737091728e-5,4.5461899076295866e-5,4.579897930158683e-5,4.6202777567126574e-5,4.6577303588587325e-5,4.692215595945933e-5,4.723970075489974e-5,4.7532135611084284e-5,4.780149482928404e-5,4.8049746430082864e-5,4.8326448092856864e-5,4.8589336173391985e-5,4.883144150191048e-5,4.905448053856049e-5,4.926001834049097e-5,4.944947966781311e-5,4.962415958339733e-5,4.978523349278916e-5,4.993376659638792e-5,5.007072274550729e-5,5.019697270824377e-5,5.0313301861264775e-5,5.042041733054686e-5,5.051895460854643e-5,5.060948367777437e-5,5.069251467183488e-5,5.0768503105037854e-5,5.083785470097076e-5,5.090361256492778e-5,5.097301779394936e-5,5.1035856025407224e-5,5.1092437042459946e-5,5.114304380377832e-5,5.118792575188485e-5,5.122730209928163e-5,5.126136484812097e-5,5.129028156446408e-5,5.131419792633994e-5,5.133324006319692e-5,5.134751670280251e-5,5.135712114031742e-5,5.13621330429966e-5,5.136262010288943e-5,5.135863954888156e-5,5.1350239528517885e-5,5.133746036923341e-5,5.132033572786627e-5,5.129889363665827e-5,5.127315745335358e-5
4.719946698879388e-5,4.7766442968160846e-5,4.828884906515522e-5,4.877001057007465e-5,4.9213075155939135e-5,4.968356044041753e-5,5.015157023948781e-5,5.058191206176341e-5,5.097767917386035e-5,5.134172784371483e-5,5.167668847263607e-5,5.19849777204995e-5,5.2273160382042295e-5,5.258503660887285e-5,5.287319202544933e-5,5.3138555728504554e-5,5.338300982203521e-5,5.360826508123574e-5,5.3815874554292645e-5,5.400724632032154e-5,5.4183655401468326e-5,5.4346254844731795e-5,5.4496086001416236e-5,5.463408804040303e-5,5.4761106736552796e-5,5.487790257828938e-5,5.498515823933219e-5,5.508348545922493e-5,5.51734313759931e-5,5.525548435239561e-5,5.533007933495486e-5,5.539760278245438e-5,5.5458397198024766e-5,5.551276529637253e-5,5.5561492454091474e-5,5.561262087529443e-5,5.565768660008235e-5,5.5696616259647306e-5,5.5729610427910504e-5,5.5756844858370885e-5,5.57784731387017e-5,5.5794629121644315e-5,5.580542914983629e-5,5.5810974090670215e-5,5.581135119595499e-5,5.580663579990562e-5,5.579689286787169e-5,5.578217840724263e-5,5.576254075102151e-5,5.573802172377902e-5
5.001027654522654e-5,5.064864285269386e-5,5.1350664762904616e-5,5.199667949003354e-5,5.259073804839147e-5,5.313696659466993e-5,5.366617297519828e-5,5.42190141032512e-5,5.472703734211845e-5,5.5193984356155226e-5,5.5623297094316866e-5,5.601813480908103e-5,5.638139156353217e-5,5.671571378758391e-5,5.703675685874108e-5,5.736688421214054e-5,5.767088481217297e-5,5.795091635447683e-5,5.820893826535969e-5,5.84467277541226e-5,5.86658949767758e-5,5.886789711739246e-5,5.9054051426784354e-5,5.922554726803706e-5,5.93834572244081e-5,5.9528747328174316e-5,5.966228646986779e-5,5.9784855046643144e-5,5.989715290668264e-5,5.9999806643969135e-5,6.0093376294721974e-5,6.017836148348908e-5,6.0255207063489515e-5,6.0324308292454106e-5,6.0386015581904e-5,6.0440638854712605e-5,6.048845154284314e-5,6.0529694254433994e-5,6.056457813686564e-5,6.0593287960140956e-5,6.06159849427979e-5,6.06328093406385e-5,6.064388281684433e-5,6.06493106104439e-5,6.0649183518699364e-5,6.064357970767548e-5,6.0632566364102526e-5,6.0616201200602556e-5,6.059453382537241e-5,6.0567606986586906e-5
