lossFunctionResult,h,l,varRateX[%],varRateY[%],varRateZ[%],meanBx[mT],meanBy[mT],meanBz[mT],hChangingRate,lChangingRate
34.061841876975855,0.05,0.05,8.428917795151069e16,3.6426769549058024e16,0.2221162310251194,2.0281129925528027e-21,3.07395357789188e-20,0.00683531684449128,653.5314924855129,529.3686484676385
lossFunctionResult,h,l,varRateX[%],varRateY[%],varRateZ[%],meanBx[mT],meanBy[mT],meanBz[mT],hChangingRate,lChangingRate
71973.81548181047,653.5814924855129,-529.3186484676386,-1.3186699659271077e12,-7.427313614092352e14,9.743047039175948e-6,-2.0441256624737954e-26,-1.1229853593355004e-26,1.1254092971764467e-6,232.15091991005465,422.6351607212564
